,Probabilidad predicciones de test
425,0.03136927543023771
426,0.08182589769080298
427,0.12264337293001301
428,0.19013916874086362
429,0.12135632728853069
430,0.1784310991065727
431,0.08985458201559895
432,0.13633746197305513
433,0.12329436746186492
434,0.05352433191416242
435,0.15221139947356038
436,0.07407733509428424
437,0.2697417805967158
438,0.10907926772832058
439,0.13084509734821959
440,0.07720684055429816
441,0.3347028912706879
442,0.3262478510382032
443,0.11934788045403567
444,0.11649779451374667
445,0.12477949425855703
446,0.2766528587526122
447,0.29602473151825104
448,0.1177389952367651
449,0.06747260707266654
450,0.2393654954092065
451,0.1169192781480917
452,0.024568849967653555
453,0.3481689265786536
454,0.11164973324744017
455,0.10588549868210886
456,0.11251065129758644
457,0.16913718240658468
458,0.13427296140275619
459,0.07511353721744286
460,0.24428166646282515
461,0.09580962038589155
462,0.19304540406235315
463,0.3161462088313115
464,0.1334441165655855
465,0.1893813933195788
466,0.09709488242638792
467,0.09440947931725598
468,0.1251237516378307
469,0.09869004744378623
470,0.13681460185711872
471,0.10402480444853326
472,0.16131379275893099
473,0.17665115985155866
474,0.07352723898087808
475,0.1246191087813653
476,0.271653800392584
477,0.16652219217404693
478,0.28269263692992513
479,0.2676643516374325
480,0.08636694441779189
481,0.2035658241540594
482,0.10792972859273954
483,0.12439586492041198
484,0.3621867360699111
485,0.2518067038754976
486,0.08082535987771895
487,0.07778687884620089
488,0.13088777982845776
489,0.28765272060386715
490,0.1916112459233097
491,0.09878379624142337
492,0.3820107866252327
493,0.05408472412709701
494,0.0385762228982568
495,0.3358190749104972
496,0.18482807977370627
497,0.14246994636221688
498,0.23586927207835978
499,0.17940909714339423
500,0.12963573020901037
501,0.19425102610546288
502,0.08019661092941253
503,0.14131209013010973
504,0.017930311998108607
505,0.12306183348057721
506,0.3271789017169474
507,0.11240889755346387
508,0.208360273178319
509,0.10136656713071633
510,0.1661268617649475
511,0.12266132738682482
512,0.2808518777112995
513,0.1423635655768206
514,0.2955197547919383
515,0.26757186664045035
516,0.27123996339048556
517,0.2300128284576257
518,0.6138357394547159
519,0.4581800140150088
520,0.0921871926040871
521,0.14495686786424228
522,0.16265930681824486
523,0.368063656121194
524,0.05903712123605077
525,0.11354775398893044
526,0.08872677117941327
527,0.04339825272028661
528,0.1483545722952503
529,0.27859244167818453
530,0.41305008089654155
531,0.32933005475378346
532,0.2238903124254241
533,0.23644635917160442
534,0.10695674566561905
535,0.36967622954727436
536,0.16246292157309103
537,0.2628516253627761
538,0.32973355147162686
539,0.08150235348640134
540,0.09949190113897603
541,0.15624592468337542
542,0.07121075722770635
543,0.09606191046869011
544,0.17489219174164333
545,0.1826671264503802
546,0.10011770555703274
547,0.24556438539489386
548,0.29803026540314687
549,0.01492681047765794
550,0.029532671456898776
551,0.19617977984129523
552,0.08693117192618688
553,0.10770731404957759
554,0.0466916479628344
555,0.22169129847616126
556,0.12111745755813554
557,0.1699367173943445
558,0.1926779356864103
559,0.4013868632014196
560,0.24918537495477713
561,0.09876693549425351
562,0.03837019853969006
563,0.17758071615250082
564,0.1311970450703525
565,0.4491311377776984
566,0.11106494729376085
567,0.045208453400543795
568,0.2712082187612782
569,0.14477149304181366
570,0.07197412599954972
571,0.17554822443905194
572,0.25409115463819787
573,0.11701755557687761
574,0.21322829585299047
575,0.21581717169354006
576,0.17762999930576145
577,0.14787563202535675
578,0.254706948387748
579,0.2842112301746558
580,0.10011690476245405
581,0.1707008308703224
582,0.1411074164563696
583,0.20591226040931243
584,0.38340813174666866
585,0.3136900574233313
586,0.06270162945138019
587,0.14081786279600728
588,0.04124839178932219
589,0.22283188452181474
590,0.18123561153222167
591,0.0937259617344363
592,0.12618938749297667
593,0.06435849931612644
594,0.24368268664590226
595,0.11096077217712312
596,0.21686778381693636
597,0.1890300654258779
598,0.10530814414333588
599,0.1463191680933193
600,0.370459715960713
601,0.19442034738644906
602,0.09186938542818274
603,0.06769634947601048
604,0.1849276236115718
605,0.23734304865327896
606,0.07782172684964309
607,0.048250162931120055
608,0.17580646163611038
609,0.26077808218885
610,0.22932217785421347
611,0.21389066363642636
612,0.36576727341931714
613,0.06337948710830066
614,0.2450142742369397
615,0.059554381588279866
616,0.14028773332047717
617,0.11277140690610812
618,0.08671793677862424
619,0.20681267100758627
620,0.14572717748504807
621,0.0299828859150893
622,0.07801948983404616
623,0.05713191391157491
624,0.05543320458574695
625,0.03790754474361548
626,0.06660691787810433
627,0.14503967785570343
628,0.22922798241566247
629,0.22184291575421755
630,0.2400892131575083
631,0.09336336921082683
632,0.14607328801953168
633,0.04407138686799704
634,0.15364194029448267
635,0.2030861703318233
636,0.2477696346340413
637,0.06334862136770929
638,0.26672362778386816
639,0.0886589164131537
640,0.20825992155387676
641,0.048719837914753164
642,0.12849823366869786
643,0.062160027916049326
644,0.1369711513521463
645,0.2314793057754792
646,0.17554367467033424
647,0.12146279046827398
648,0.08456222841816062
649,0.39687188575457993
650,0.09782753157628532
651,0.13613296114542373
652,0.06085759814573374
653,0.044404183387234245
654,0.24995344218815108
655,0.2963758463872334
656,0.04708552589908522
657,0.29913159336140394
658,0.09662155686783418
659,0.08340405670914149
660,0.07270840427620086
661,0.06845764091526804
662,0.3258151873654051
663,0.06688772538460318
664,0.1143395780211076
665,0.0718554201605049
666,0.0423147762130813
667,0.08091830485898281
668,0.1164475190755047
669,0.2144707688825335
670,0.12499532796142968
671,0.07782611406413907
672,0.22101365502412362
673,0.27260503928271795
674,0.08320660728437397
675,0.1444429024688247
676,0.29634089534913377
677,0.19325653366688159
678,0.24932947014170842
679,0.1805466854339972
680,0.19697292525059223
681,0.23341167340472666
682,0.18065496179902962
683,0.3112920503347906
684,0.4603411695383059
685,0.20140400787538323
686,0.25602153145772283
687,0.15225431348312704
688,0.09478959003820692
689,0.16621517399184402
690,0.3041763261479114
691,0.12345109549345158
692,0.11771115502421584
693,0.10598342427853892
694,0.1495680287180786
695,0.13426071731156475
696,0.048836489938184846
697,0.19896275571945923
698,0.1486213391497539
699,0.09216648072580275
700,0.20302595561817893
701,0.12402703874538373
702,0.28267297943545094
703,0.227676282017644
704,0.17760741143094083
705,0.19570444665947628
706,0.24118615220310136
707,0.1892037318134028
708,0.05392941960738571
709,0.13484983019740815
710,0.1045143301840316
711,0.14067325651848395
712,0.30175072149149923
713,0.10331970328285728
714,0.23813097018577553
715,0.26340575028614693
716,0.19309963512356337
717,0.09282880098558063
718,0.15695901030882928
719,0.05790144551360904
720,0.07834659755148289
721,0.25706923352214955
722,0.20444573981463324
723,0.2788623002501106
724,0.15189807054213833
725,0.12396301785240234
726,0.4589319230704286
727,0.3916079435481755
728,0.39753871038831934
729,0.11327220132976779
730,0.17432960027675876
731,0.13996462370681817
732,0.17376911058366692
733,0.15610789869264444
734,0.14878865010700149
735,0.15358972477616548
736,0.12243208768632499
737,0.13456653202415914
738,0.08420310856751533
739,0.09452729185110982
740,0.3292950152634341
741,0.11847597631495936
742,0.042216509165661706
743,0.12595969629867934
744,0.035947484626447736
745,0.10346982083586787
746,0.07118724229999099
747,0.302089336386445
748,0.03731967969256105
749,0.0801469841225574
750,0.13293040920159563
751,0.46269057739645963
752,0.08550881884630639
753,0.04142524268959479
754,0.4704983168992454
755,0.2980449474624843
756,0.26336876077653737
757,0.17502034771476443
758,0.14969369926997042
759,0.33345470442928077
760,0.1469883879366059
761,0.22758129147226414
762,0.055334119740899405
763,0.1004328443222288
764,0.17705774294757343
765,0.14279658172584656
766,0.25216800784374394
767,0.05653207525091872
768,0.10081758715233288
769,0.19462028990124258
770,0.27355829594089576
771,0.03299051443368493
772,0.283724746598625
773,0.19956323616012386
774,0.18782517816075045
775,0.0622670401163868
776,0.0895314102093763
777,0.025516667889549243
778,0.031741547843242755
779,0.19447164020942692
780,0.2522057205375528
781,0.3626264839661415
782,0.2791202130493467
783,0.19220978110594564
784,0.21071652492770596
785,0.12727230903950743
786,0.28043105495635834
787,0.047745724789593186
788,0.08083704587941877
789,0.20542711415094272
790,0.322902795572287
791,0.26153350120461955
792,0.07270980745557017
793,0.30818099822337114
794,0.15304458443396896
795,0.2945410681186435
796,0.1373763131011124
797,0.11565557464308578
798,0.15470935816150172
799,0.09985822401076638
800,0.13186506866716238
801,0.07730086243350796
802,0.5017880047757519
803,0.08624261018328813
804,0.09260028402600684
805,0.35487080494558065
806,0.41881207535494674
807,0.0643012903606124
808,0.06280019215468187
809,0.1704336388658422
810,0.03757787189990581
811,0.054778742914336126
812,0.26392288659237817
813,0.09087980397800935
814,0.049385909131671825
815,0.09709551016048189
816,0.2364511320998561
817,0.3988851098771116
818,0.03376330843928053
819,0.11250014894082691
820,0.359036641802786
821,0.21638709320663455
822,0.026937165481876177
823,0.11672798325340697
824,0.1136187886187886
825,0.2854324451719765
826,0.07800669198974285
827,0.30163652090750176
828,0.039061409400392454
829,0.1235087039174776
830,0.09263499108131877
831,0.11716560275882307
832,0.32259740916468116
833,0.042868336936133546
834,0.10991655126749843
835,0.04762021562869021
836,0.0777790972037181
837,0.40875166090700815
838,0.18877554491961268
839,0.29205073802531434
840,0.16523751854029714
841,0.0635482220227983
842,0.2785698104386775
843,0.1603131851793761
844,0.23639549865805312
845,0.11366444751290213
846,0.12488149613024985
847,0.1109806371022722
848,0.34082161422639995
849,0.09507622791521099
850,0.18937796207434662
851,0.28616055162665344
852,0.19463714723521208
853,0.24007272275465516
854,0.05507008684974786
855,0.36708697675796376
856,0.04699843471029911
857,0.23660401901927341
858,0.2593653992470853
859,0.030324829153343606
860,0.2991644988968806
861,0.04956399793970417
862,0.11794118624627098
863,0.26721801954262475
864,0.07229673966962101
865,0.10301864276191294
866,0.32255357821160413
867,0.06229047945149641
868,0.15143722364559856
869,0.25474170038175403
870,0.2853906058761916
871,0.4641370149319761
872,0.16073977119590283
873,0.2668250430217027
874,0.14252742706132535
875,0.07118531924115175
876,0.07868701449209922
877,0.09378320250703101
878,0.1620759041372201
879,0.4144829668134752
880,0.09591092366516095
881,0.15774318975701665
882,0.17136132822389266
883,0.2994180100663283
884,0.11588042099280121
885,0.42673210588329963
886,0.3073996026605303
887,0.19897585089140638
888,0.1498176427926651
889,0.3944032039214196
890,0.1324296928333503
891,0.23161505473123267
892,0.055781515851306473
893,0.22620103928409988
894,0.21658509073602505
895,0.05717614149817539
896,0.30129650456229695
897,0.04464473988402204
898,0.20504187616600375
899,0.12232870107994732
900,0.014781647122125685
901,0.2629893556075537
902,0.03628429009784942
903,0.24381481254611864
904,0.09967525781334355
905,0.07559032304795014
906,0.27936600298265307
907,0.33342842013700147
908,0.183079023174406
909,0.3247861146382687
910,0.17629335093681184
911,0.16762212991026548
912,0.41547357973240506
913,0.06099957057085672
914,0.05126143673418517
915,0.0705077950840663
916,0.24339926256676012
917,0.2953824722352473
918,0.14795263158069472
919,0.20269877642758996
920,0.24003486451143485
921,0.32639224397698974
922,0.12697661083419504
923,0.044032465453072045
924,0.16565925950272906
925,0.09523434820044989
926,0.22746336369217723
927,0.1009629936257947
928,0.04735054650308888
929,0.029551781875456012
930,0.08908335857488398
931,0.22721062217572685
932,0.07534438254777238
933,0.06404039636644454
934,0.10185008023991074
935,0.25734846050150134
936,0.18489704001917362
937,0.03626334419265703
938,0.14728247823960675
939,0.13187402678928103
940,0.1378392480087395
941,0.05141068912255352
942,0.08057416531992803
943,0.1483910498380247
944,0.24953680619492807
945,0.3393604083409668
946,0.29947838201826243
947,0.1740123325599655
948,0.1426008548889905
949,0.21496081970907496
950,0.34669341780537255
951,0.2028047088615384
952,0.2124306048670987
953,0.11643130511525325
954,0.5065893781772465
955,0.14467793662708917
956,0.2996789001863322
957,0.24190181883452597
958,0.2670704647315777
959,0.06711526075932857
960,0.021573404624252078
961,0.36762817306843115
962,0.05720185338829406
963,0.41035175793464496
964,0.1927247879516075
965,0.43796685976659194
966,0.06842543834069258
967,0.17434504963985484
968,0.18028637698575253
969,0.20145039698484626
970,0.06273149323996782
971,0.06185468320313781
972,0.09661515508973138
973,0.23761609545507859
974,0.13407113500583093
975,0.03172977367892622
976,0.09360674636098364
977,0.3542619122504465
978,0.14937459273530007
979,0.37372598045579103
980,0.2594158291676485
981,0.05661875235653901
982,0.08606076253697904
983,0.13960826432162426
984,0.056279055219733164
985,0.22066519066768325
986,0.22862218557632316
987,0.12226905111606268
988,0.217962469747247
989,0.2377458883939442
990,0.09341135167406354
991,0.07291826974030362
992,0.19492258830494127
993,0.06202563776093186
994,0.18761643389498944
995,0.08143279350906467
996,0.0509391346255753
997,0.3079896622164557
998,0.3718070849669476
999,0.18553852180762115
1000,0.24957254074901142
1001,0.13128873020907444
1002,0.16766154435645964
1003,0.05221066598185243
1004,0.19501150920642443
1005,0.057383757171892764
1006,0.44874525395525966
1007,0.4063889781611614
1008,0.019683730879092164
1009,0.05633845817046215
1010,0.12746070442979712
1011,0.19526695563584898
1012,0.06160469225025555
1013,0.05839892447569416
1014,0.25581019229308244
1015,0.07773948942568085
1016,0.2879050340682286
1017,0.3317301951399659
1018,0.14297390324309564
1019,0.2497018962818931
1020,0.3396547690258662
1021,0.14503050953699012
1022,0.3273667504350456
1023,0.16965601880856115
1024,0.07859402054317308
1025,0.33480613400852677
1026,0.04234172228937931
1027,0.12895150803924482
1028,0.11151847902844912
1029,0.10372996432318465
1030,0.02574553506756897
1031,0.06497319378675312
1032,0.2282173727088981
1033,0.027364725669810415
1034,0.08956911870670593
1035,0.10163436412190151
1036,0.17213459344369242
1037,0.03244281290143704
1038,0.1731465626794441
1039,0.07661547158673594
1040,0.06695147196144205
1041,0.38315701875023894
1042,0.33364961540435106
1043,0.2549665259411022
1044,0.0874198306401696
1045,0.25313098673277423
1046,0.24270302829624868
1047,0.3828996453708421
1048,0.12178261484093988
1049,0.10583692499392765
1050,0.19100785712201468
1051,0.09427450757211472
1052,0.1409192525468697
1053,0.14313075176734197
1054,0.04737171961748232
1055,0.04445156945156945
1056,0.2501276501276502
1057,0.21210939876194115
1058,0.08623079682401714
1059,0.11285292428113967
1060,0.0810708140770585
1061,0.3912895157536235
1062,0.13609032210727123
1063,0.20274392820418533
1064,0.11898522252460438
1065,0.28864483620216425
1066,0.20002972050251272
1067,0.22752129798490717
1068,0.1636991094128549
1069,0.09278894363640126
1070,0.05521192032491467
1071,0.05153515661990238
1072,0.036236150854794924
1073,0.2561862849126061
1074,0.012102649390784983
1075,0.1417254930673009
1076,0.2371529395052956
1077,0.16012832034438268
1078,0.2795814022520806
1079,0.2622382624527506
1080,0.03674578716951598
1081,0.07606549152021427
1082,0.14922162878294482
1083,0.13564367951076245
1084,0.07056760722014961
1085,0.357737248165962
1086,0.34804571909756354
1087,0.269264798290222
1088,0.10718319935667892
1089,0.10500633233684081
1090,0.10728625043968486
1091,0.32701455564117576
1092,0.1467490419763229
1093,0.5754402716988645
1094,0.15450450273481184
1095,0.14419478771567854
1096,0.22087524657315294
1097,0.06327143509346898
1098,0.22857345103107812
1099,0.1316843292042694
1100,0.23768595746412305
1101,0.04101119637842801
1102,0.14372155622155625
1103,0.15493873671839775
1104,0.1460634720343497
1105,0.023974597279682024
1106,0.29005812636499523
1107,0.2899428284727792
1108,0.31371739574630914
1109,0.35035679185792407
1110,0.2686331457767151
1111,0.08177144852119926
1112,0.22362415519195183
1113,0.3305171600987497
1114,0.290383659210081
1115,0.2004015911392466
1116,0.09020558851067324
1117,0.25378245748305306
1118,0.1517734213646477
1119,0.20821800702159635
1120,0.12737062059095952
1121,0.14450764100564695
1122,0.06074885937731611
1123,0.23242189827958837
1124,0.0521675593709492
1125,0.04904009204856662
1126,0.05631370033164649
1127,0.3187494441233225
1128,0.08613846042809152
1129,0.22367035036526559
1130,0.11558962408555046
1131,0.07031140965522033
1132,0.2092009541587678
1133,0.1943054725083638
1134,0.3311180787751078
1135,0.21160111123903969
1136,0.14437071502191928
1137,0.3546089842993794
1138,0.16756509064584835
1139,0.3606800923071146
1140,0.19235355224886624
1141,0.07922960592452116
1142,0.24712509159169177
1143,0.14751481721689513
1144,0.09918174197835215
1145,0.06541460551929146
1146,0.08910263603683345
1147,0.17404747101446477
1148,0.2791350206244278
1149,0.24346628224993122
1150,0.11648009868348852
1151,0.08063640278180868
1152,0.08004495504495505
1153,0.153769195584539
1154,0.10571813622661082
1155,0.26447540218726656
1156,0.36294688354198223
1157,0.16739620465941504
1158,0.14443089189704605
1159,0.38582347988912097
1160,0.2963805414702723
1161,0.08302462972203749
1162,0.2667980941676982
1163,0.13527110596651973
1164,0.09204836281107465
1165,0.04033290940070601
1166,0.03688549969184808
1167,0.17462747916386992
1168,0.09414352126216531
1169,0.11983145542467578
1170,0.45969519032187384
1171,0.3402741695363829
1172,0.23837717400384667
1173,0.21776986959990577
1174,0.13812024447617668
1175,0.2796935236605358
1176,0.09960343328987395
1177,0.3873421002743562
1178,0.17837725676708724
1179,0.4053710212864109
1180,0.11400756337197016
1181,0.03121163205908969
1182,0.03631166385403673
1183,0.3077998822052392
1184,0.19442755925806773
1185,0.24466428328919804
1186,0.09652500669449822
1187,0.1385601013218162
1188,0.24097407645906904
1189,0.2429962524213106
1190,0.08714730129437621
1191,0.16938078552839536
1192,0.06970040812592107
1193,0.1335832054072494
1194,0.13677586030527203
1195,0.24071573343756789
1196,0.04230246969529123
1197,0.16970886819302097
1198,0.07458022203784917
1199,0.22637834590725917
1200,0.07437601432372438
1201,0.2489595464171734
1202,0.15722655404858796
1203,0.05689909588214673
1204,0.15455620180196447
1205,0.04202408806928581
1206,0.08998175396480482
1207,0.28231447197900006
1208,0.14110077195928336
1209,0.14120962767523085
1210,0.07417151006120938
1211,0.05157715793309014
1212,0.06497030119911475
1213,0.25470656840297934
1214,0.0720501955671447
1215,0.025486464257650696
1216,0.2085480857165802
1217,0.09235032581243949
1218,0.07822228775618607
1219,0.035802326685322856
1220,0.35766070641444514
1221,0.12499388235928614
1222,0.23532776121260665
1223,0.23117817978433494
1224,0.08563250936132293
1225,0.07480670662375549
1226,0.17304002285277423
1227,0.07116342078954242
1228,0.13355648582684865
1229,0.11381281932129388
1230,0.21199423614677856
1231,0.061386447827125795
1232,0.33964355089597786
1233,0.10250642326913512
1234,0.1050825508452627
1235,0.14913509277916057
1236,0.12949439873667196
1237,0.09833586062399621
1238,0.08883376510495153
1239,0.04799412435451686
1240,0.07078400256366357
1241,0.0359739883468697
1242,0.1272735120940504
1243,0.05019246290432731
1244,0.10836813983623553
1245,0.05338928620984627
1246,0.3865622817663792
1247,0.18517417232521913
1248,0.14142013962552347
1249,0.07325110545449529
